milliseconds (ms),frame_start,frame_end,bpm
11,0,0,168.42167999999998
27,0,0,168.42167999999998
43,1,0,168.42167999999998
59,1,1,168.42167999999998
75,2,1,168.42167999999998
91,2,2,168.42167999999998
107,3,2,168.42167999999998
123,3,2,168.42167999999998
139,3,3,168.42167999999998
155,4,3,168.42167999999998
171,4,4,168.42167999999998
187,5,4,168.42167999999998
203,5,5,168.42167999999998
219,6,5,168.42167999999998
235,6,6,168.42167999999998
251,7,6,168.42167999999998
267,7,7,168.42167999999998
283,8,7,168.42167999999998
299,8,8,168.42167999999998
315,9,8,168.42167999999998
331,9,8,168.42167999999998
347,9,9,168.42167999999998
363,10,9,168.42167999999998
379,10,10,168.42167999999998
395,11,10,168.42167999999998
411,11,11,168.42167999999998
427,12,11,168.42167999999998
443,12,12,168.42167999999998
459,13,12,168.42167999999998
475,13,13,168.42167999999998
491,14,13,168.42167999999998
507,14,13,168.42167999999998
523,14,14,168.42167999999998
539,15,14,168.42167999999998
555,15,15,168.42167999999998
571,16,15,168.42167999999998
587,16,16,168.42167999999998
603,17,16,168.42167999999998
619,17,17,168.42167999999998
635,18,17,168.42167999999998
651,18,18,168.42167999999998
667,19,18,168.42167999999998
683,19,19,168.42167999999998
699,20,19,168.42167999999998
715,20,19,168.42167999999998
731,20,20,168.42167999999998
747,21,20,168.42167999999998
763,21,21,168.42167999999998
779,22,21,168.42167999999998
795,22,22,168.42167999999998
811,23,22,168.42167999999998
827,23,23,168.42167999999998
843,24,23,168.42167999999998
859,24,24,168.42167999999998
875,25,24,168.42167999999998
891,25,25,168.42167999999998
907,26,25,168.42167999999998
923,26,25,168.42167999999998
939,26,26,168.42167999999998
955,27,26,168.42167999999998
971,27,27,168.42167999999998
987,28,27,168.42167999999998
1003,28,28,168.42167999999998
1019,29,28,168.42167999999998
1035,29,29,168.42167999999998
1051,30,29,168.42167999999998
1067,30,30,168.42167999999998
1083,31,30,168.42167999999998
1099,31,30,168.42167999999998
1115,31,31,168.42167999999998
1131,32,31,168.42167999999998
1147,32,32,168.42167999999998
1163,33,32,168.42167999999998
1179,33,33,168.42167999999998
1195,34,33,168.42167999999998
1211,34,34,168.42167999999998
1227,35,34,168.42167999999998
1243,35,35,168.42167999999998
1259,36,35,168.42167999999998
1275,36,36,168.42167999999998
1291,37,36,168.42167999999998
1307,37,36,168.42167999999998
1323,37,37,168.42167999999998
1339,38,37,168.42167999999998
1355,38,38,168.42167999999998
1371,39,38,168.42167999999998
1387,39,39,168.42167999999998
1403,40,39,168.42167999999998
1419,40,40,168.42167999999998
1435,41,40,168.42167999999998
1451,41,41,168.42167999999998
1467,42,41,168.42167999999998
1483,42,41,168.42167999999998
1499,42,42,168.42167999999998
1515,43,42,168.42167999999998
1531,43,43,168.42167999999998
1547,44,43,168.42167999999998
1563,44,44,168.42167999999998
1579,45,44,168.42167999999998
1595,45,45,168.42167999999998
1611,46,45,168.42167999999998
1627,46,46,168.42167999999998
1643,47,46,168.42167999999998
1659,47,47,168.42167999999998
1675,48,47,168.42167999999998
1691,48,47,168.42167999999998
1707,48,48,168.42167999999998
1723,49,48,168.42167999999998
1739,49,49,168.42167999999998
1755,50,49,168.42167999999998
1771,50,50,168.42167999999998
1787,51,50,168.42167999999998
1803,51,51,168.42167999999998
1819,52,51,168.42167999999998
1835,52,52,168.42167999999998
1851,53,52,168.42167999999998
1867,53,52,168.42167999999998
1883,53,53,168.42167999999998
1899,54,53,168.42167999999998
1915,54,54,168.42167999999998
1931,55,54,168.42167999999998
1947,55,55,168.42167999999998
1963,56,55,168.42167999999998
1979,56,56,168.42167999999998
1995,57,56,168.42167999999998
2011,57,57,168.42167999999998
2027,58,57,168.42167999999998
2043,58,58,168.42167999999998
2059,59,58,168.42167999999998
2075,59,58,168.42167999999998
2091,59,59,168.42167999999998
2107,60,59,168.42167999999998
2123,60,60,168.42167999999998
2139,61,60,168.42167999999998
2155,61,61,168.42167999999998
2171,62,61,168.42167999999998
2187,62,62,168.42167999999998
2203,63,62,168.42167999999998
2219,63,63,168.42167999999998
2235,64,63,168.42167999999998
2251,64,63,168.42167999999998
2267,64,64,168.42167999999998
2283,65,64,168.42167999999998
2299,65,65,168.42167999999998
2315,66,65,168.42167999999998
2331,66,66,168.42167999999998
2347,67,66,168.42167999999998
2363,67,67,168.42167999999998
2379,68,67,168.42167999999998
2395,68,68,168.42167999999998
2411,69,68,168.42167999999998
2427,69,69,168.42167999999998
2443,70,69,168.42167999999998
2459,70,69,168.42167999999998
2475,70,70,168.42167999999998
2491,71,70,168.42167999999998
2507,71,71,168.42167999999998
2523,72,71,168.42167999999998
2539,72,72,168.42167999999998
2555,73,72,168.42167999999998
2571,73,73,168.42167999999998
2587,74,73,168.42167999999998
